0.08556016,0.9134986
0.25752276,0.7459265
0.021968925,0.9776618
0.056189332,0.941076
0.20454943,0.7981182
0.4038939,0.5850139
0.2504166,0.76057
0.010482382,0.9894192
0.0689021,0.929042
0.013333959,0.9870271
0.023336137,0.9772266
0.031189803,0.9681405
0.010468498,0.98973805
0.21910231,0.7876793
0.05674661,0.9378058
0.03216572,0.96683586
0.030784862,0.9680691
0.058569476,0.9431824
0.02794429,0.9727208
0.039926503,0.9585835
0.017991748,0.9824086
0.021371022,0.9787884
0.21822606,0.7743602
0.010141161,0.9902109
0.24748987,0.7579742
0.3640119,0.64338595
0.22815768,0.7793285
0.042162247,0.9569482
0.12584837,0.86825925
0.15607256,0.85013264
0.07522844,0.9252648
0.044994984,0.9544988
0.058471445,0.94096935
0.010996336,0.9889508
0.008035779,0.9922517
0.15573873,0.83302647
0.08775522,0.9124187
0.009522283,0.9905019
0.00487822,0.99561465
0.004895263,0.99526405
0.3666739,0.6359452
0.11543551,0.8792456
0.09759582,0.9022789
0.036298312,0.9624597
0.1118568,0.8848487
0.119203284,0.8760683
0.0038963603,0.9962387
0.010337462,0.98964804
0.019049773,0.9810166
0.042550478,0.95653903
0.15176462,0.84967625
0.010358634,0.99046457
0.19789341,0.8096382
0.042582657,0.9572105
0.39252296,0.60228926
0.004525488,0.9955397
0.037250996,0.9628071
0.17698188,0.82532483
0.46661836,0.5430731
0.11732295,0.8837243
0.01812862,0.98183835
0.086504415,0.9131421
0.30143216,0.7098806
0.011040798,0.98942053
0.0045337165,0.9954886
0.034999136,0.96573544
0.005446464,0.994692
0.011529215,0.9881793
0.03758913,0.96266437
0.008796795,0.99094933
0.095215686,0.9047496
0.11261574,0.88621104
0.25108597,0.75205904
0.009609847,0.99063194
0.06928601,0.9292431
0.031780113,0.9689433
0.07368584,0.92831284
0.08081154,0.91909754
0.013201554,0.9867638
0.28669846,0.7223244
0.17060003,0.8274459
0.14685053,0.85046333
0.0022571008,0.9978933
0.008940599,0.9917088
0.010711514,0.98977566
0.18044151,0.8220354
0.0112787215,0.98924553
0.15158728,0.8489225
0.028432252,0.97209555
0.0046693357,0.99558383
0.2300594,0.7889656
0.023626862,0.97664124
0.040764008,0.9611412
0.035499692,0.96373814
0.03516753,0.96324027
0.030888984,0.9688922
0.03827294,0.9601983
0.05907566,0.9376679
0.021757238,0.97829187
0.20725586,0.7775605
0.39287394,0.61393416
0.027222486,0.9723237
0.005442175,0.9950728
0.010753926,0.989389
0.21934447,0.7809655
0.29763138,0.6992695
0.09821646,0.909366
0.098822385,0.90246314
0.10358275,0.90017396
0.036048185,0.9648452
0.011512652,0.9884538
0.4185486,0.5949604
0.041709688,0.95764506
0.045442544,0.95611024
0.008397828,0.99180436
0.030430129,0.967659
0.1243887,0.87622494
0.008444365,0.991901
0.045075078,0.9560456
0.032129444,0.9669434
0.015172111,0.9849412
0.041390374,0.9572662
0.14554921,0.8563951
0.002348681,0.9978872
0.1440094,0.85341644
0.020958291,0.97836053
0.28913033,0.7128264
0.34710497,0.6603554
0.0198703,0.9803004
0.06282877,0.9365738
0.46268487,0.552596
0.34548566,0.65862906
0.11875401,0.88024884
0.01678671,0.98340446
0.0056211078,0.99471694
0.026021693,0.97391844
0.0025724643,0.9976311
0.0056713466,0.99453676
0.27664328,0.7339686
0.031286225,0.9700731
0.3091321,0.6826619
0.15703043,0.8429539
0.0740739,0.9262457
0.27436522,0.72755796
0.028112186,0.9718302
0.0042134686,0.9960609
